content,original_id,from,date_created,sentiment,original_sentiment
'Apa kata Google tentang Jokowi? http://t.co/1aKlKjWCdF','461789347222519808','PKSBojonggede','2014-05-01 15:48:54','Other','Other'
'Apa krn tdk hadir di puncak acara hr buruh elektabilitas jokowi menurun? Nggak juga ya  apa artinya acara seremonial dan janji cuma dimulut','461828977900797952','phandoko','2014-05-01 18:26:23','Other','Other'
'Apa kubilang  cuma dua capres ini yg ada dimata rkyt@detikcom: Demo di Istana  Guru Honorer Minta Agar Jokowi.... http://t.co/vHnUzUWhh8?','461912899217137664','siagiansulben','2014-05-01 23:59:51','Question','Question'
'Apa mungkin KETIDAK HADIRAN @jokowi_do2  dan @aburizalbakrie di GBK pd hari buruh Interrnasional dikarenakan latarbelakang sbg PENGUSAHA','461824546832527361','prasetycious','2014-05-01 18:08:46','Other','Possibly Negative'
'Apa mungkin KETIDAK HADIRAN @jokowi_do2 di GBK pd hari buruh Interrnasional dikarenakan latarblkg Pendukung @PDIPerjuangan adlh PENGUSAHA???','461825035183718400','prasetycious','2014-05-01 18:10:43','Other','Other'
'Apa ni ?? @kompascom: Bila Jadi Presiden  Jokowi Punya Mandat Khusus untuk IPB http://t.co/wLGuq4UtFp','461653795236110336','salomojlvn','2014-05-01 06:50:16','Other','Other'
'apa pantas @fadlizon jadi ibu negara seperti pikiran Anda? @Nover_Z @jokowi_do2 @Prabowo08 @Presiden2014com','461859512589094912','moharifwidarto','2014-05-01 20:27:43','Other','Other'
'Apa pencitraan ini udah disetujui Majikan mu  Ngos? @Presiden2014com @jokowi_do2 Hata Rajasa Dukung Ide Jokowi Hapus Subsidi BBM','461870133468618752','RenzyNewin','2014-05-01 21:09:55','Other','Other'
'Apa Pilihanmu untuk RI 1? a. Jokowi b. ARB c. Prabowo ? sa tdk tau juga  belumpi sa bisa mmilih http://t.co/azZV8r86Ik','461734007961829376','Riaelen_','2014-05-01 12:09:00','Other','Possibly Negative'
'Apa pulaklah ini :| @JTmor: Jokowi didukung the Duke of Twitterland JTmor! Prabowo didukung penyiar radio abal2 sok seleb @zarryhendrik :P','461844969519448065','LynnLatte','2014-05-01 19:29:56','Other','Other'
'Apa PW kang? @Robi_Awaluddin: @yoga_yulianto @asepjr_ @taufikadan @idammovic halo adik2ku piye kbare? jokowi gaush diurusn yg pntng clon PW','461644951986524161','yoga_yulianto','2014-05-01 06:15:08','Other','Other'
'Apa saja yang telah dan akan dilakukan Jokowi untuk membenahi ketersediaan pangan','461820985469984768','JASMEVSulSel','2014-05-01 17:54:37','Other','Other'
'Apa salahnya @jokowi_do2 menyarankan buruh beli ambulan untuk menjamin keselamatan kerja kaum buruh e..malah dipolitisasi','461799849751359488','joko4presiden','2014-05-01 16:30:38','Other','Possibly Negative'
'Apa urusanmu? RT @Fahrihamzah: Kalau jokowi ada dimana ya? Deal siapa lagi tadi?','461572060573999104','simsonjntk','2014-05-01 01:25:29','Question','Question'
'Apa Visi Misi Jokowi di Bidang Ekonomi? Ini Jawaban PDIP http://t.co/bKYrolv3Op','461563076522033152','AvineHandini','2014-05-01 00:49:47','Other','Other'
'Apa Visi Misi Jokowi di Bidang Ekonomi? Ini Jawaban?PDIP http://t.co/DsiziLvQjq','461590929170644993','wartalima','2014-05-01 02:40:28','Other','Other'
'Apa yang dikatakan Foke saat itu? Yakni adanya hambatan teknis tender  pembebasan lahan  dll. @basuki_btp @jokowi_do2','461796546619535360','BastianTokang','2014-05-01 16:17:31','Other','Other'
'Apa yang Jendral sudah lakukan VS Apa yang Jokowi sudah lakukan untuk Indonesia ?? Malaikat jg tahu siapa yg jadi Juaranya @Presiden2014com','461700096053493760','JasmevLampung','2014-05-01 09:54:15','Other','Other'
'apa yg anda maksut ini @novizal_ay Relawan Jokowi Jangan Menyerang Prabowo Subianto http://t.co/iFxIxfq9Ux lewat @tribunnews','461772673815560193','DiwaTamaa','2014-05-01 14:42:39','Other','Other'
'Apa yg dilakukan jokowi terhadap buruh?? RT @Dukun_TL: Jokowi secara romantik adalah bagian dari buruh..','461867443703410688','VeryNand','2014-05-01 20:59:14','Other','Other'
'Apa yg kau cari Oneng? @merdekadotcom: Diajak Rieke dukung Jokowi  buruh se-Jatim merasa ditipu http://t.co/iQXlXCsZmR #Peristiwa','461853356013527040','hari_azet','2014-05-01 20:03:15','Other','Other'
'Apa yg melatarbelakangi pak jokowi mengatakan demo buruh ????????T??? hura2?. #gagalpaham','461907962802343937','Soffulamin','2014-05-01 23:40:14','Other','Other'
'Apa yg mendasari PKB merapat ke PDIP  Pak @mohmahfudmd? Rhoma Irama anggap Jokowi seorang yg munafik  bgmn mgkn mlh koalisi? #terlaaluu','461766013315334144','fedyasthy','2014-05-01 14:16:11','Other','Other'
'Apa yg sdh dicapai jangan sampai hancur gara2 salah pilih. Pilih Jokowi Sama Saja dengan Memilih Megawati\' http://t.co/7GQ6livkNW','461870918717816832','niminemlaedere','2014-05-01 21:13:02','Negative','Negative'
'Apa yg sdh kita capai jangan sampai hancur gara2 salah pilih. Pilih Jokowi Sama Saja dengan Memilih Megawati\' http://t.co/OS9rmbks5v','461885141447479297','niminemlaedere','2014-05-01 22:09:33','Negative','Negative'
'Apaaa?? RT @kompascom: Bila Jadi Presiden  Jokowi Punya Mandat Khusus untuk IPB http://t.co/xYLvUpcDyE','461654581194133504','ridapangesti','2014-05-01 06:53:23','Other','Other'
'Apaan jg ini  br aja lahir kmrn! RT @Metro_TV: Abraham Samad Dinilai Ideal Dampingi Jokowi http://t.co/jp2ydqXYwQ','461896959591071745','bomarp','2014-05-01 22:56:31','Other','Other'
'Apaan siy nih?Permainan bahasa ajalah   @kompascom: Ini Koalisi Ramping yang Dimaksud PDI-P dan Jokowi... http://t.co/w4KkZ3nAIR @giofedi','461693434349105152','safwil','2014-05-01 09:27:47','Other','Other'
'Apabila 82 persen yg tidak memilih PDIP ditambah golput seperti gw solid & kompak semua  maka jokowi akan Terjungkal dg mudah.','461777375022157824','niminemlaedere','2014-05-01 15:01:20','Other','Other'
'Apabila Antiklimaks Jokowi terjadi setelah PILPRES berbahaya  pemerintahan tidak akan stabil  ujung2nya rakyat juga yg paling dirugikan.','461891000076488704','niminemlaedere','2014-05-01 22:32:50','Negative','Negative'
'Apabila pihak yang mengintervensi adalah pendana di belakang Jokowi  tentu saja nama yang masuk itu adalah Abraham Samad','461712404951220225','ratu_adil','2014-05-01 10:43:10','Other','Possibly Negative'
'APAHHHH..??? RT @Metro_TV: Abraham Samad Dinilai Ideal Dampingi Jokowi http://t.co/Fv562eMYdN','461839618522886144','is_ChaNdrA','2014-05-01 19:08:40','Question','Question'
'Apajokowi dengar Apa jokowi tahu artinya pencitraan@RigelD17 @sayutiandy @budhii_kamu08 @cahyo098765','461736727250354176','gusma_elan','2014-05-01 12:19:49','Other','Other'
'Apakah ada misi YAHUDI Zionis dan Amerika di belakang Capres Jokowi??? http://t.co/YPa5X7uNlE','461738671083749378','FirhanKalangi','2014-05-01 12:27:32','Question','Question'
'Apakah Jokowi pernah berharap agar dia diperlakukan seperti orang suci dalam politik? Atau sejenis ?pahlawan? yang baru tampil?','461722892753842176','JASMEVSulSel','2014-05-01 11:24:50','Question','Question'
'Apakah Kristen  Katolik  Cina  Syiah dll tdk boleh dukung @jokowi_do2 ? Atau mrk hanya boleh dukung @Prabowo08 ? Sadar... jgn pake isu SARA','461694365081935873','FHaean','2014-05-01 09:31:29','Other','Possibly Negative'
'Apakah lambang SAPI #ehh #nanyaserius RT @Fahrihamzah: Btw kenapa yang bertanda #99 dan #BEJO itu milih jokowi-? Kode apakah itu?','461867865277075456','prak_oso','2014-05-01 21:00:54','Question','Question'
'Apakah menjadi relawan Jokowi sangat menjajikan ......@PrudenceStella @PartaiSocmed @PDI_Perjuangan @jokowi_do2 @ganjarpranowo','461710662998061056','mochdjumali','2014-05-01 10:36:14','Question','Question'
'Apakah mmg begini tipikal pendukung jokowi? Pendukung penutupan lokalisasi ~? http://t.co/HGA2RIYfPC @hafidz_ary','461816194748514304','DanilMujib','2014-05-01 17:35:35','Question','Question'
'Apakah obrolan @fadjroeL dengan Amien Rais soal Reformasi Mei 1998 sejenis pertemuan Jokowi - Hendro Priyono? :P http://t.co/MqunroQZAS','461726793997631488','TheREAL_Abi','2014-05-01 11:40:20','Question','Question'
'Apakah pas cara saya membaca pikiran  tindakan dan kebijakan Jokowi? :))','461845127917363200','HerculesSitang1','2014-05-01 19:30:33','Question','Question'
'Apakah semua fenomena yang terjadi di media  yang begitu hiruk pikuk itu  ?buatan? Jokowi?','461721742067499008','JASMEVSulSel','2014-05-01 11:20:16','Question','Question'
'Apalagi kalo Demokrat mengajukan pasangan Capres Cawapresnya Gita Wirjawan dan Anies Baswedan. Bakal seru. Jokowi punya saingan yg lumayan','461854571006939138','WJB__','2014-05-01 20:08:05','Other','Other'
'Apalagi pernyataan Jokowi akan hapus subsidi BBM. Yg jelas-jelas akan melambungkan harga Sembako. #SaveNKRI','461675189848141825','TaufikRahman78','2014-05-01 08:15:17','Other','Possibly Positive'
'Apalagi saat ini Jokowi di topang penuh oleh para pemilik modal.','461874970726264832','PresidenJasmev','2014-05-01 21:29:08','Other','Other'
'Apalagi sepak terjang @TrioMacan2000_ dari awal pilkada DKI yang betul2 menghina @jokowi_do2 & @basuki_btp pakai segala cara daya yg hina!','461850838768431105','HadiPoerbo','2014-05-01 19:53:15','Other','Possibly Negative'
'Apalagi sepak terjang @TrioMacan2000_ dari awal pilkada DKI yang betul2 menghina @jokowi_do2 & @basuki_btp pakai segala cara yg hina! (10)','461850949758115841','HadiPoerbo','2014-05-01 19:53:41','Other','Possibly Negative'
'apalah Arti dari janji  Jika tidak Terealisasi @republikaonline Janji Jokowi Janji Terhadap Hak-Hak Buruh Perempuan http://t.co/GLgXS6IML0','461733254907691008','AyipApliance','2014-05-01 12:06:01','Question','Question'
'Apalah untungnya buruh nyerang jokowi   pejabat yg udh2 kek bener aja hahahaaa #mikirdong @PresidenJasmev','461875925718560768','RRudian','2014-05-01 21:32:56','Question','Question'
'apalan lah baturan nya jokowi mah :p RT @AllysaMarlyanaS: Pengen kotak kotak mah pilih jokowi shatRT @shatyaagung: minum L men weh meh kotak','461845489416040451','shatyaagung','2014-05-01 19:32:00','Other','Other'
'Apapun @jokowi_do2 tetap jadi Presiden RI #Jokowi4Me','461772717243375617','antorendak','2014-05-01 14:42:49','Other','Other'
'Apapun itu Raisopopo akurapopo.!!PRABOWO RI.1@detikcom: Seberapa Kuat Poros PDIP-NasDem-PKB Menyokong Jokowi? http://t.co/uOKeJ4j970','461714139430137856','alfatahroem','2014-05-01 10:50:03','Other','Possibly Negative'
'Apapun koalisinya  Jokowi Presidennya.','461602214977339392','irwancheska','2014-05-01 03:25:18','Other','Other'
'Apapun Partainya  Jokowi presidennya','461850142644383744','JasmevPWT','2014-05-01 19:50:29','Other','Other'
'Apasiiihhhh @Sarah_Ardhelia: Ya bisa jadi JOKOWI pencitraan  sama seperti semua capres. Bahkan ada yang pencitraan sekaligus penculikan?','461769601987006464','Fikry1923','2014-05-01 14:30:27','Other','Possibly Positive'
'apaun partainya jokowi tetap presidennya ( forum lintas partai pendukung jokowi / FLPPJ )','461655433858383872','vote4jokowi','2014-05-01 06:56:47','Other','Other'
'APBD 2014 yang tahun sebelumnya Rp 51 Triliun  menjadi Rp 71 Triliun. Kenapa naik? @basuki_btp @jokowi_do2','461799491918495745','BastianTokang','2014-05-01 16:29:13','Other','Possibly Positive'
'Apkh anda setuju jokowi + abraham samad','461861561741496320','zein_uge','2014-05-01 20:35:51','Question','Question'
'Apresiasi tuk kaum buruh @MohammadRivai: CATAT -> Demo di Istana  Buruh Tolak Jokowi Jadi Presiden http://t.co/pt6lRuVTdJ @Presiden2014com','461802657959526400','PUTRIEbatavia','2014-05-01 16:41:48','Other','Possibly Negative'
'apus apus @detikcom: Jokowi Effect Dianggap Mampu Tekan Dana Kampanye Caleg PDIP http://t.co/VeNoD2up5x','461909718915506177','titissweetlola','2014-05-01 23:47:13','Other','Possibly Positive'
'Aq  dukung cabut subsidi bbm@SandraIP88: Jokowi Berani Ambil Tindakan Tak Populis http://t.co/P4EoWqxzFv via @tempokinidotcom @iwanpiliang','461773130717868033','rinariris99','2014-05-01 14:44:28','Other','Other'
'Aq pendukung Jokowi.. dan aq bukan sampah...!!! @meriana0509 @paijodirajo','461841977013964800','patih_patria','2014-05-01 19:18:02','Other','Other'
'Arahan dari \'Cukongnya\' supaya jokowi badannya dikuruskan lagi sudah dijalankan..Jokowi tinggal nunggu intruksi yg lainnya. *manusia boneka','461775249093054465','agus_instrum','2014-05-01 14:52:53','Other','Other'
'Arahkan Dukungan ke Prabowo  Jokowi Batal Sambangi Mbah Mun http://t.co/0PMCh63vGI','461862072305713153','siBeego','2014-05-01 20:37:53','Other','Possibly Positive'
'ARB & @anismatta juga kan? @Fahrihamzah: Pak Jokowi  mari bangun....siap2 sholat subuh.. PAK Prabowo juga....mari bersiap...','461704805711220736','deddypranata','2014-05-01 10:12:58','Other','Other'
'ARB :  madrid kuadrat miliki boarding pass road to lisbon. Prabowo : Iro iso opo ? Jokowi : akurapopo .. BluesFans : NOpopo ..','461615618282622976','YayatSuprianto','2014-05-01 04:18:34','Other','Other'
'ARB bener-bener Ical. Tribunnews: Pilpres Diprediksi Hanya Diikuti Prabowo dan Jokowi http://t.co/JswUAqHi2C @infoJATIASIH @fadjroeL','461868577977425921','erztabit','2014-05-01 21:03:44','Other','Other'
'ARB bilang lebih memilih Prabowo dpd Jokowi krn masalah usia  ARB hrs buktikan dia bisa menang krn Rakyat tdk lihat usia tp krn kualitas','461781509649612800','JonliBMasmur','2014-05-01 15:17:46','Other','Other'
'ARB jadi cawapresnya prabowo? Kalo gitu  Akbar Tanjung jadi cawapresnya Jokowi aja. Biar seruuuu','461759190088679425','edigins','2014-05-01 13:49:04','Other','Possibly Positive'
'ARB kau abaikan?  @fahrihamzah Pak Jokowi  mari bangun....siap2 sholat subuh.. PAK Prabowo juga','461608976288055296','prabu_2112','2014-05-01 03:52:10','Other','Other'
'ARB Rapuh  Beberapa Nama Dijagokan untuk Cawapres Jokowi atau Prabowo http://t.co/DxiRuJpyK3','461782353493241856','Jog_Jakarta','2014-05-01 15:21:07','Other','Other'
'Aries  Pencipta Lagu Jokowi Presiden http://t.co/sUoIWRNH0F','461715025208430592','SatelitPost','2014-05-01 10:53:34','Other','Other'
'Aris Riyadi M.Pd.: Sertifikasi guru dihapus apabila jokowi presiden? http://t.co/7oyAv345an','461859031225626624','EdySant_Dyfi','2014-05-01 20:25:48','Other','Possibly Negative'
'Arkarna feat. Jokowi.......... ...... ?','461583009271914496','ArdityoBagus','2014-05-01 02:08:59','Other','Other'
'Arti Tren Kemeja Putih Jokowi | Cyber Sulut Daily http://t.co/Ct9nIDTFAG','461676389179998209','CYBERSULUTdaily','2014-05-01 08:20:03','Other','Other'
'Artinya kesalahan ada di otak lo;)))) @singa_maritim @jokowi_do2 @Gus_Sholah @saidaqil @mohmahfudmd @TrioMacan2000','461749340545884160','suparman152017','2014-05-01 13:09:56','Other','Other'
'artinya kurangq massa realnya jokowew dong #parah RT@PartaiSocmed: ini sangat dibutuhkan Jokowi! @mohmahfudmd','461850331366703107','blasteranLo','2014-05-01 19:51:14','Other','Other'
'Artinya Ryamizard hanya nunut mulyo dlm duet ini  bukan penguat. Ryamizard hanya akan jadi liabilitas alias beban bagi kemenangan Jokowi','461852070631329793','PartaiSocmed','2014-05-01 19:58:09','Other','Other'
'Asal Bukan Jokowi RT @salendra18: @kritik_us @porosIndRa @AndreRehiary anda tdk menjwb pertanyaan saya (???) siapa pemimpin yg pantas','461834882042183680','kritik_us','2014-05-01 18:49:51','Other','Other'
'Asal dikerjakan betul dan konsisten  empat-lima tahun bisa swasembada. - Jokowi','461701799331000320','Jokowi4Riau','2014-05-01 10:01:01','Other','Possibly Positive'
'Asal ga telanjang aja udah jago itu @detikcom: Jokowi Kenakan Kemeja Kotak-kotak Baru  untuk Pilpres? http://t.co/CsiFsqfMrp','461716739252711424','BritishAmbarita','2014-05-01 11:00:23','Other','Possibly Positive'
'asal lo bukan pendukung setan aja gak masalah kok RT @furiAngg:  mau pasang #BEJO tp bukan pendukung pak Jokowi gmn dong om ?','461735295809896449','kurawa','2014-05-01 12:14:07','Other','Possibly Positive'
'aseeeek biar gak ada yang korupsi :\')) RT @Metro_TV: Abraham Samad Dinilai Ideal Dampingi Jokowi http://t.co/3oYX4Gvhne','461838796586504192','VinaaMahyufizaa','2014-05-01 19:05:24','Other','Possibly Positive'
'Aseek @ragilnugroho1: Emak Banteng akan membuat kebrakan di detik2 akhir. Yg bisa membuat kubu Jokowi mringis#gosip','461855982574772225','evi_sufiani','2014-05-01 20:13:41','Positive','Positive'
'Aseek@jkw4pbatam: Jokowi everywhere :) #JKW4P #Batam Pasang Mata ? Wah  Ada Kafe \'Jokowi\' Di Batam! http://t.co/ndpQizIDx2','461712918547951616','arfanyus','2014-05-01 10:45:12','Other','Other'
'Aseekk Kami relawan jokowi yg cinta damai demi bangsa yg lbh baik #Yakusa @SyafnilI: @rinariris99 @detikcom #CapresCulik sekarang mau','461894922937696257','rinariris99','2014-05-01 22:48:25','Other','Possibly Positive'
'Asem tenan! RT @TrioMacan2000: Pasca PILPRES kita desak @Ryamizard_R segera kudeta @jokowi_do2 dari kursi http://t.co/d6qekG2zNj','461807745771921408','aidacess','2014-05-01 17:02:01','Other','Other'
'Asiiiiiikk.. @detikfinance: Jokowi Ingin Hapus Subsidi BBM dalam 4 Tahun  Dahlan Punya Terobosan http://t.co/Pznpg6ASZG','461821901828931584','BerkaAmar','2014-05-01 17:58:16','Other','Possibly Positive'
'Asiik dah yg banting setir *yiiHhhiii* via @inilahdotcom Relawan @jokowi_do2 Balik Arah Dukung @Prabowo08 : http://t.co/mYFGH71g8B','461793484429471744','BillyBuLLz','2014-05-01 16:05:21','Other','Possibly Positive'
'asiikk :) RT @Fahrihamzah: Pak Jokowi  mari bangun....siap2 sholat subuh.. PAK Prabowo juga....mari bersiap...','461610355404177408','RandaBola','2014-05-01 03:57:39','Other','Possibly Positive'
'Asikkk RT @Tina_Talisa: Baju kotak2 baru ala Jokowi... http://t.co/5njAKoyHyI','461729819894378496','harimtator','2014-05-01 11:52:22','Other','Possibly Positive'
'Asli ngakak liat ponakan w maen game jokowi flying????? Hahahahaa kocaaakk.. (with Windy) [pic] ? https://t.co/szanncdCrC','461764244200239104','devy08_devy','2014-05-01 14:09:09','Other','Other'
'Asli ngedukung kayak gini @Presiden2014com: @jokowi_do2 PKB Pasrah ke Megawati soal Pendamping Jokowi http://t.co/Kl5aINhPR9 #Presiden2014','461868095015907330','AndreRehiary','2014-05-01 21:01:49','Negative','Negative'
'Asli nya #BEJO itu  bersama jokowi bukan? @kurawa','461721043262918656','e_wind27','2014-05-01 11:17:29','Other','Other'
'Aslinya yah gitu RT @pkspiyungan: Duh! RT @merdekadotcom Diajak Rieke dukung Jokowi  buruh se-Jatim merasa ditipu http://t.co/FU38LVU8Nj','461847696232296448','FerryAlhamasah','2014-05-01 19:40:46','Other','Other'
'Astagasinaga! RT @TrioMacan2000: Mengkaji \'Cyber Army\' ala Jend. @Prabowo08 hadapi pendukung @jokowi_do2 dalam... http://t.co/bCvDIOadbb','461706995351834624','d3wipersik','2014-05-01 10:21:40','Other','Other'
'Astagfirullah  jokowi ternyata berbahaya sekali  akhi RT @pks_ganding sy bru tahu nih ternyata jokowi mirip jesus ya? http://t.co/ZcEdKkUouW','461598751354667009','aseptia','2014-05-01 03:11:33','Other','Other'
'Astagfirullah  orang seperti ini mau jadi Presiden? RT @WartaKota: Jokowi Sindir Perayaan Hari Buruh dng Hura-hura http://t.co/hMxtui273w','461833632470937601','SenseiTakiya','2014-05-01 18:44:53','Other','Other'
'Astagfirullah pictnya! @singa_maritim: Pendukung @jokowi_do2 anti Islam @N4bi_P4lsu: muslim kayak loe pantes di bbq http://t.co/NpRAGedE6Z','461789458182852608','Kei_Sukmawan','2014-05-01 15:49:21','Other','Other'
'Astaghfirullah.. - -@frans_surya: Lihat bhs kasih pendukung Jokowi ini | @PartaiSocmed @jasmev2014 http://t.co/cVOPAZElh6','461849534167924737','DeliaPK','2014-05-01 19:48:04','Other','Other'
'Asuransi kesehatan Pak!mlh nyuruh  urunan -..- RT Drpd Demo Lbh Baik Buruh Patungan Beli Ambulans http://t.co/n599AUaOIH cc @jokowi_do2','461805504809799680','ayuajiasmoro','2014-05-01 16:53:06','Other','Possibly Positive'
'Asyik  Jokowi akan Arahkan Subsidi ke Petani dan Nelayan | http://t.co/2zqcSnuD5x','461780798132072449','CelotehPemilu','2014-05-01 15:14:56','Other','Possibly Positive'
'Asyik... Buruh Sindir Jokowi Tidak Konsisten http://t.co/2P51wXoldr','461766469844357120','Jombi3','2014-05-01 14:18:00','Other','Possibly Positive'
'Asyik..catat RT@PDI_Perjuangan: Di Depan Buruh  Jokowi Janjikan Upah Layak http://t.co/4Nnh8HRrn8','461838536027566083','rizkiHOE','2014-05-01 19:04:22','Other','Other'
'Atas nama bangsa Indonesia  saya menuntut pak Jokowi bila menjadi presiden agar bisa mendatangkan Rolling Stones ke Indonesia. ( )','461835996657496064','SatanicVerses_','2014-05-01 18:54:16','Other','Other'
'Atau Jokowi-Prabowo for presiden-wakil presiden 2014-2019!!!','461877729470599168','Polisi_TL','2014-05-01 21:40:06','Other','Other'
'Atau menuduh kami memeras jokowi ahok. Aneh tp nyata  krna jokowi ahok yg pernah 2 X mau suap kami via edward 1& 2 Miliar. Kami tolak KPK?','461740676577652736','novemopie','2014-05-01 12:35:30','Question','Question'
'atau RT @republikaonline: Prabowo atau Jokowi? Partai Disarankan Pintar Memilih http://t.co/K7Gn3v8Rmi','461884545759866880','ismayaindri','2014-05-01 22:07:11','Other','Other'
'Ataukah ada pihak lain yang mengintervensi PDIP dan Megawati terkait Cawapres Jokowi  namun belum disoroti selama ini?','461741498770268160','ratu_adil','2014-05-01 12:38:46','Other','Possibly Positive'
'Ati2 jok @detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/DmmLeqYZeT','461801689700261889','IBKPM','2014-05-01 16:37:57','Other','Possibly Positive'
'Ati2 pk Jokowi  gara2 \'kotak\' nanti \'back to square one\' loh!! RT @kompascom: Pakai Baju Kotak-kotak Lagi  Jokowi Berdalih Coba Baju Baru...','461748027976605696','Anton2070','2014-05-01 13:04:43','Other','Other'
'Atletico ke Final @detikcom: Hamzah Haz ke Jokowi  SDA Masih Ngotot ke Prabowo http://t.co/PgHNEkYUbD','461623931481247744','anjreeeet','2014-05-01 04:51:36','Other','Other'
'Ato Judge Dredd? @PartaiSocmed: MMD lah orangnya RT @budisi: Kita butuh Judge Bao buat pendamping Jokowi Tum @PartaiSocmed @mohmahfudmd','461885912171827201','UcengPilek','2014-05-01 22:12:37','Other','Possibly Negative'
'Atut di bui.  @eben_heizer: Loh? tuntut ke gubernur Banten @kompascom: KSN Tangerang: Jokowi Bapak Upah Murah http://t.co/T72l6Ijqiz','461785384607690754','Aymee_88','2014-05-01 15:33:09','Other','Possibly Positive'
'auzubillah RT @republikaonline: PKS Sebut Koalisi Dengan Jokowi Mungkin Dilakukan http://t.co/DcH0RYA9zr','461801252247322624','GusYehia','2014-05-01 16:36:13','Other','Other'
'Awalx jumat kemarin diumumkan cawapres jokowi  tp sampai skarang gak ada kabar beritanya. Awalx sdh mengerucut 2 nama  kmdian diralat#gosip','461847180240621568','ragilnugroho1','2014-05-01 19:38:43','Other','Possibly Negative'
'AWAS  DIA TEBAR TIPUAN BARU dgn JANJI PALSU @Presiden2014com: @jokowi_do2 Kl Jd RI-1  Jokowi Pny Mandat Khusus ut IPB http://t.co/OSDg5OZwNv','461708564952657922','RenzyNewin','2014-05-01 10:27:54','Other','Possibly Negative'
'Awas dibohongi! JKW Tolak Capres Boneka!!!@Terasposcom: Jokowi Terima Buruh di Rumah Dinas http://t.co/RRyxKAluJl','461742953979863040','SaveAnasU','2014-05-01 12:44:33','Other','Other'
'Awas dikadalin  JKW cawapres penipu @asatunewscom: Jokowi Terima Buruh Perempuan di Rumah Dinas http://t.co/1ygNwJNAFu','461743218225213440','SaveAnasU','2014-05-01 12:45:36','Other','Possibly Negative'
'Awas pencitraan RT @detikcom: Jokowi Kenakan Kemeja Kotak-kotak Baru  untuk Pilpres? http://t.co/EmSfWfVh8I','461716670277382144','armanhollic','2014-05-01 11:00:07','Question','Question'
'Awas penebar janji palsu @tribunnews: NASIONAL TERPOPULER Janji Jokowi di Hari Buruh http://t.co/ZxylWspEKR via @tribunnews','461822663397097473','mutiHdy','2014-05-01 18:01:17','Other','Possibly Negative'
'Awas setres! Ngeuriii---> PKB Merapat ke Jokowi  Bagaimana Nasib Pencapresan Prabowo? via @detikcom http://t.co/qOdlQ7sSop','461746658686943233','Triawan','2014-05-01 12:59:16','Question','Question'
'Awas..buruh udah diboongin si @jokowi_do2  skrg ke @Prabowo08 @liputan6dotcom: Serikat Petani dambakan Jokowi http://t.co/F2iB6KD9l7','461901831342264320','Lingga_ringga','2014-05-01 23:15:52','Other','Other'
'Aya-aya wae hehehe @liputan6dotcom: Prabowo Dapat Dukungan dari Relawan Jokowi http://t.co/KOCzGpGVWu?','461903577749794816','ToniSugiri','2014-05-01 23:22:49','Other','Possibly Positive'
'Aya2 wae ??@sekarbarbiegirl: Gara-Gara Nama Jokowi  UN SMP Terancam Molor http://t.co/VPq7rXiX0S @presiden2014com #PencitraanJokowi','461634111892099072','ChryssantiWidya','2014-05-01 05:32:03','Other','Other'
'Ayah  Bejo eta naon? | Bebek Jokowi  sayang. | Berarti mama Salah   atuh? |Mamamu bilang apa? | BElegugsiah Jokowi! | Boleh  sama saja!','461904269365350401','sekedarpejalan','2014-05-01 23:25:34','Other','Possibly Negative'
'Aye demen nih yg bgini! --> @Fahrihamzah: Pak Jokowi  mari bangun....siap2 sholat subuh.. PAK Prabowo juga....mari bersiap...','461668539770736640','maulanaazzuri','2014-05-01 07:48:51','Other','Other'
'Ayeeee.. @liputan6dotcom: Slank: Mahfud MD Paling Cocok Dampingi Jokowi http://t.co/i0CZqppL4Z','461654738593779713','ginKsuL','2014-05-01 06:54:01','Other','Possibly Positive'
'Ayo @PartaiSocmed @jasmev2014 @JasmevNew2014 RT twitnya pendukung Jokowi yg m\'hina pribumi. Berani? http://t.co/6xbhX5mEvH','461823724996411393','frans_surya','2014-05-01 18:05:30','Other','Other'
'Ayo buruh catet jokowi @aldhiraaa: RT @republikaonline: Daripada Demo  Jokowi Sarankan Buruh Beli Ambulan http://t.co/7PFIRf4ElN','461709034987347968','sugiyono86','2014-05-01 10:29:46','Other','Other'
'Ayo giring terusss.. buruh dianggap #sapi ya @merdekadotcom: Jokowi tolak  Ical tak jawab  Prabowo hadiri Hari Buruh http://t.co/YEsuNj6MZP','461814771042373632','a_triady','2014-05-01 17:29:56','Other','Possibly Positive'
'Ayo Jokowi hapus Outsourching produk jaman PDIP berkuasa  RT @tmasduki: Jokowi: Kerja Layak   Upah Layak   Hidup Layak','461726655061303296','ajengkol','2014-05-01 11:39:47','Other','Other'
'AYO JOKOWI?? [pic] ? https://t.co/m8hUnfPWzp','461874079545307137','adellarkputri','2014-05-01 21:25:36','Other','Other'
'Ayo kita kawal janji ini.. RT @kompascom: Bila Jadi Presiden  Jokowi Punya Mandat Khusus untuk IPB http://t.co/284GSXAA7A','461652564086243328','fatulscire','2014-05-01 06:45:23','Other','Other'
'Ayo mana nih @jokowi_do2 mosok kalah sama @Prabowo08 ? http://t.co/endG8OSwBX http://t.co/158RWB2c6L','461867519272165378','hadijoban','2014-05-01 20:59:32','Other','Possibly Negative'
